app,func,duration,end_timestamp
c09dae49deecec2fcc377c9180fc253707780a1dbd477fd69f5d0f1e595a229e,db59d1b917af1752b58bfc70dfc2a84d46e92c11f3247a16825fc18ad6ab0477,0.003000,13.194312
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.705758,13.594554
df39e07004e4777b89bfc4e5f79cc067c87ef66cca59268ecd5febbe670a6323,8d406f91d0a82b6ebf0533faa659e561f127c22a17cfea711f70a1d05b2dc9ef,0.134718,14.311300
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.269744,14.835602
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.191219,15.772239
4b75f2532af503341fd11268d543ad0119dd2e8950a022f2851b4a5d0c8a5e0a,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,0.441302,15.951907
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.269258,16.185637
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.856103,16.649164
b0d8f4154f8e41923a37ad9145818ac98d8bdf6ab4d173ed7250088cc35bb206,5608f70ad5c4f89e83b01f37bdabd7b89f79338b34776128d68676d83cd3de15,0.052843,17.637911
c89aaedc8b6ecd5ad8468f1fbd0d9020bc466890448b80b1744eefbf5720d6f3,308ecb6c8592f6f839007d57f001ad18314f443fc8df3f0a36727b6f891b3e1c,0.013656,18.123602
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.296148,20.645598
64bd31a89cde78838601b98d23f6aa62beba35cd4895a54c305da9e9f1755365,3b4942e69dd339823671f6144ec29a4824d05985ce104011798526d8484fda32,0.088078,21.340848
c22e502f945c312c54dfc1a2fc85dcfaf2ffb8f554765261fbd63dd5dc7a37a2,e51ff25e8e8b11cd41d715f7d4c9fdb7fab43e8d0584177f7848c88cc22a207f,0.120372,22.259120
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.319561,23.003182
85d22688a839c0072f46693215a473cdd2c5898bb099f8ff354ca02f6c4eb26e,40b83e9b9c81f40680f41208d1f08079a4aa5c3cde8cf788c31c6e79a33f833b,1.980453,24.229684
d57186c209c0b4353f4bcf3c166dc54bf69249bbf63d051aafd31da73fe2a59d,6590c82e22abcdaf4887f5e84c39b3d264276cb7fb5bd585cdde6e8966a58966,0.030541,25.500859
59dbf1caf56c8ce18644e632bd52c00eededbeb758d733059279d4510a88cc02,c1608a6c93922fe2aa203b2cb1f96021abd0ea8e481878e1110f7972c88e0fff,9.152054,27.195566
14456d07da6db5da228beff3ad356f824e4cd09a8d6771089eb26a862526ac9a,61003f5a331855f0454e64b6d866b112108b5b74a2318ad4c9bf15829323f36f,0.445554,27.698083
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.472609,28.438461
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.280038,28.955287
d5eb3b06b245695d13cc7b94c0d2fb23f4eb29c7e21707bafe2b25cc7e97450c,5452242012899b0b33b4f44ef9d1c5c41187a983e35b802cc8abb6bc465bdd54,0.001000,29.241219
de811e1eb2a67b05b1354c8c493d1cfdc43249b68612e95d886e996a4ace7b92,fd87c379a4f2dac5b411a5443e673f25ca479ba7172c5074ab008319fbf62d13,0.023725,29.539523
786aab6a114579a1d20a7d3c43f67959f17fe480461c36818a8e52c4dccafd77,2b373145c4fa2c3447bb2a19be20d14120b76238b61c9eb9ac92f86821da3e6a,0.072143,31.111025
4b75f2532af503341fd11268d543ad0119dd2e8950a022f2851b4a5d0c8a5e0a,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,0.253929,32.716421
3008cf344311c1de2bc44a8d133482c161d3d0a1df7295c578b19b6cd2dbff4d,f870839ae1e7e895507de062e9ccc79dce1f94efe1d90e765df86ae3f9c684f8,0.107043,33.123814
786aab6a114579a1d20a7d3c43f67959f17fe480461c36818a8e52c4dccafd77,2b373145c4fa2c3447bb2a19be20d14120b76238b61c9eb9ac92f86821da3e6a,0.074911,33.352047
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.296298,33.803728
076b740ac9d5fcef4d941f003746e8cde0263729495a669266a0e788495cfe65,c30af324369babb4783c85f04f9abd1944b19073d13e2499bbe24cfa0ee8a23b,0.010947,34.374711
73c0b04d46fd4f9f68723a4f0bb993f32efd450a6a98ab705f8f9d9aad1f1aca,66a857bc76c6b870c3c65484e41dd7b94d069a5648ecc7d668d996f63b9aa32c,9.415597,34.950985
73fc37dfe254f2264ea7afce89c2891ffd6be4c35522814e9a85c3e8f08b01a3,04605a37a22e05096e009845434d33bfd1c42cd67f6d72601d351e470614bf5f,0.014062,35.643856
3aacd88e7b2c8cd22eada9f01a208f7f5a604e14d7122eeb70e0eac4807b0f1a,6dc157fa79f808bd7cf577af09efaee2dad035d658e549d4219e705a181d8917,0.045337,36.862614
ab05fe154268f2ad8aaa6d1d587ed4dda5e3b6c7203c108214da59de00ae4014,c2e324ca4baa88c5d214dbb49277457cf6dd06a571b4f3d68ae4b7632d8a6c97,0.051000,36.955374
16e834bcb895edc37bce30a3e471f6a56a56e2e5f6ba0e78f0a55c262538430c,f1de419dc75ea0f629deaf936e0b65934cbf2bc444ffd7b3116e3a19dd108f11,0.213875,37.450015
de811e1eb2a67b05b1354c8c493d1cfdc43249b68612e95d886e996a4ace7b92,fd87c379a4f2dac5b411a5443e673f25ca479ba7172c5074ab008319fbf62d13,0.134124,38.048014
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,161.991111,39.241832
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.285455,39.244141
e4bb4704aea24078d173957e17a6e4afb21ff259078acd8c444d8908990dbbe6,68c45f54d6dd3861acc40bcebba5441c90e55a2a0228a07cc629e26e291ea3ca,0.924433,39.610989
90bb6ee7104b206e6858fc82a3b4fe2b232263a8d8fd6732c1c2d84fd340ba70,f65da6d81925611a646be8f4032e0f2f6d0b525d0628f32e92f859fb7d477729,1.210224,39.911276
3b78a2ea7323aacd2a2b764652da93855512244410ef06db15b55d9bff9d5143,4fec01ac4ad62bb7fdff5851257d9a097af424ae03ba62c0e94167e3d5e24ef6,0.026042,40.191114
228ef3c9f06cde19b4382e39c9339cc9b62b521ae71d70ed02d775df20529a43,063ba6f3c1d425f6f5c3bde3b9ba1eba7c6d81c57fd794860338638212d30dfb,0.004000,40.361221
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.611967,40.887828
655ec816977b464b5020ac516f915c54aa04fe1d54e5dbab8ead792b3ef19c88,b1224a9c879b3aa7eb83c46a1f09fd8d300904b14e353d629f1e6a455034bb13,0.089779,41.190644
de811e1eb2a67b05b1354c8c493d1cfdc43249b68612e95d886e996a4ace7b92,fd87c379a4f2dac5b411a5443e673f25ca479ba7172c5074ab008319fbf62d13,0.033211,42.302866
3008cf344311c1de2bc44a8d133482c161d3d0a1df7295c578b19b6cd2dbff4d,f870839ae1e7e895507de062e9ccc79dce1f94efe1d90e765df86ae3f9c684f8,0.105295,42.626417
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.596528,42.643004
f8bb649d3cbf32d2b18f3b741b5b36a70e48bbd8e40c9475af16d0081011d78f,fd0f071b56fe67f3d006ae42a55a73e7f47365e2d4262349f2dd993e45ad83d5,0.239432,43.079153
f641fb42baa41e13abc542a808f19a2c4109d6f8ff9877272824e62b9b9eb08e,fe82d7a785b59f7f1e035409718601e782f303d1685c4c133ed56f33c0c56cd4,2.638075,43.342731
f8bb649d3cbf32d2b18f3b741b5b36a70e48bbd8e40c9475af16d0081011d78f,fd0f071b56fe67f3d006ae42a55a73e7f47365e2d4262349f2dd993e45ad83d5,0.451740,43.807363
f641fb42baa41e13abc542a808f19a2c4109d6f8ff9877272824e62b9b9eb08e,959fd860b51ab6ac54480bdaf003d1de25bd8285eedc8ce58611fc5bd6521013,0.599304,45.012799
de811e1eb2a67b05b1354c8c493d1cfdc43249b68612e95d886e996a4ace7b92,fd87c379a4f2dac5b411a5443e673f25ca479ba7172c5074ab008319fbf62d13,0.035664,45.045089
ff049f4a46bfe38baf1a7a5e67fa32e5b038a21ab86ee58847c62b7c83209630,f1e19b96e127e36d5c7679b874e19c57b2707d5564932b8c33cf34b458ffc29f,0.091911,45.538345
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.577870,46.415187
228ef3c9f06cde19b4382e39c9339cc9b62b521ae71d70ed02d775df20529a43,93d4c31373200d74272af6e0feb443ea1206b83034d563ad7bc934e89b12e170,0.015910,46.529100
2a33694e8d6cd5acdab870b5297968eec5918723788dd3b0abf13e421d2fa456,0ae3bb3e0b0353563576befc8fd4549912995de9f069183fe0b20bce13d7cd57,0.300672,47.724435
228ef3c9f06cde19b4382e39c9339cc9b62b521ae71d70ed02d775df20529a43,93d4c31373200d74272af6e0feb443ea1206b83034d563ad7bc934e89b12e170,0.016540,48.698839
5a07ba8c0263a0b5639897117cc3e9fc02fa9a44d53df18ef7361baa3e471c41,7bd9087928b03ec0def2d5429fa8a8420b5d39dfa5153a3a0eb9176665701986,0.028580,49.666914
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.729468,49.849331
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.288039,51.396887
56438703e01dc0ae7c252eb0a37429b6e7b00638b02a73b2664c0c51089ce481,96f5987d71fed507d96894deb9dc4079c41e556c4c778a433c39f6102cc9fd0b,4.830375,51.464736
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.300541,52.415880
c89aaedc8b6ecd5ad8468f1fbd0d9020bc466890448b80b1744eefbf5720d6f3,308ecb6c8592f6f839007d57f001ad18314f443fc8df3f0a36727b6f891b3e1c,0.013954,53.997534
f0db65462c8b8710a9cd26c51d5a05ada831dfc4669d6d1f0ccb95087b976534,31778f4c7f71ba17a77ed68bd5d18380db8d3cf8a4ac73698d6716080eae6486,0.069048,54.091185
de811e1eb2a67b05b1354c8c493d1cfdc43249b68612e95d886e996a4ace7b92,fd87c379a4f2dac5b411a5443e673f25ca479ba7172c5074ab008319fbf62d13,0.038460,55.926826
7f96a1cc671d9fb1da02b7ad40423f855b418917a21326f23d562c6ede68085e,cdd7f8f44ac6030d7cee797d0994ca2d539095f51d4b09501aee4b52f450a3c2,0.024724,55.960815
e8a968b0bbe84c812ee002d09ec5635cd33cdb22707262e4e17b818e729f030e,a42179717edc415cf05ac1080ef5e3a639031cd994fcaba58086b97935a5859c,0.109109,56.158153
228ef3c9f06cde19b4382e39c9339cc9b62b521ae71d70ed02d775df20529a43,93d4c31373200d74272af6e0feb443ea1206b83034d563ad7bc934e89b12e170,0.045270,56.216187
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.285714,57.773961
eec641974933bf3c537ba86f688a87e0c7e981f67bd3d03f1e7824f6f187eba8,740756f1353f6840c650d5d06043d13916a24213ec954993bdecfc97bf408364,0.038107,58.746951
6411b1f497608f5074a630385b2bbdcd71ddb22d0b7d98b18fc5167885a4133b,43dc192410f445fabab51e03506cb59f188ca8d21a862b6b4ddf3506eb946725,0.327411,59.006925
3e93324f33f8060d11f8cfaa55e0fc1b86f182abbc1768541692025444f96a7c,9ec1699a6d1388ea6aeeb85e55133f7c519f2b911090b6c72888c6e159f76bb4,0.005796,59.574187
992e243755874fddae06ee1bf28df336de82327bd409a7ef647175ad6d641ff7,9e731ec36416b5076757b54e75eaeb93a6928f89f24301adaacad934061e0f8d,0.036962,60.004186
dd3b9ba973ba588195ba8b00e2fd48d4f37a0a1a28407235e1640ff9e1f02ae2,ea885ffca6338a2b781a0725ae8a661496779c7f0a7f78855b1f297b899640c0,0.131862,60.008996
33fe3deb029c50d55a33489059339356df43b5078d2ea955572022b644c9caaa,2c5d363481a100391a50d5397fece786de8d4b86fc02c8880a78bcfa7b297139,0.000416,60.290652
a45754ddcd16c675e0b9187e74184a25df1e5b149166f940c5a0dc75a65d0960,b8fb8be49781176b16bc5c3dfd27c8ed67a4a1a135be766e5a9ded8057185087,0.014716,60.504992
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.257299,60.547228
b6f63949272a7be7b64ef9fce99dc1f8f6521cdd76c12a589fe88992db4b0d3e,54ddcea7beaaf9621b9e9286a383ec27086a5d1fc31219a590912aaf6af42e8f,0.000000,61.115475
788114e3bb07e268304a0dec4d8dd844d7d779dcfc7c1b160f566db990bea6c8,f49c9b07fabac545a5bb044d8b67be677958ac1ecf1c72cb6cfaea81785d084d,0.008062,62.315559
c89aaedc8b6ecd5ad8468f1fbd0d9020bc466890448b80b1744eefbf5720d6f3,308ecb6c8592f6f839007d57f001ad18314f443fc8df3f0a36727b6f891b3e1c,0.013020,62.504898
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.584788,62.605324
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.373673,62.803095
37b6155a6d70a5c884df2b5354780e9902c870bc37464bb0c30c1a67c4b96d0c,50194ca68ee38784d053d4b75993f937cf4eb74ebf602e124fa75af6c6977bb2,56.565755,63.144715
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,2.013350,63.146161
d5eb3b06b245695d13cc7b94c0d2fb23f4eb29c7e21707bafe2b25cc7e97450c,5452242012899b0b33b4f44ef9d1c5c41187a983e35b802cc8abb6bc465bdd54,0.002797,63.757608
293c52a5ff2f5306784f44de970274e34b20266395077dc1cede2a986584e257,3e29f84dda113c04542888a02042665b255cb6b1656884e66ed8c0a88edc6b3e,0.040191,65.792322
d1433ccdd3a78458177002ca1c51af0ba6183ef1f312568947d7687bfacdfef7,45c66fb6d9fbbf9832892e97ed1421657e27ddef81415441a3eac595253eb00d,0.105285,66.034579
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.284872,66.103569
228ef3c9f06cde19b4382e39c9339cc9b62b521ae71d70ed02d775df20529a43,93d4c31373200d74272af6e0feb443ea1206b83034d563ad7bc934e89b12e170,0.038764,66.356488
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.298953,66.786601
482892868cd2ae0dd144842b47c7e94dbbe5d1efd8a4cb5d076a64750446cc79,6fb111c7dd18a3003a3f25ff48b0fa9e9b0af51ad471a385f814e9885cba5bfe,0.215012,67.495639
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.397680,67.982034
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,0.286848,68.372506
228ef3c9f06cde19b4382e39c9339cc9b62b521ae71d70ed02d775df20529a43,063ba6f3c1d425f6f5c3bde3b9ba1eba7c6d81c57fd794860338638212d30dfb,0.003503,70.348437
ff7c71ef8f464efd1f7b98072738df0e66e473f6a6a7fef66e76a8a8625fa0a7,67a9c1fb0e5692e3a81c5f7a27b54f521780983eaaf6d5d8ae5398c9267fcf4e,2.319241,70.361410
228ef3c9f06cde19b4382e39c9339cc9b62b521ae71d70ed02d775df20529a43,063ba6f3c1d425f6f5c3bde3b9ba1eba7c6d81c57fd794860338638212d30dfb,0.008133,70.743585
279df0fdf9064be809bd978e7008608b2006e586a095172c1975a726ad01e061,d9b293f2044fe400174e33ab19d7540213ca64ece7205e8a9d265681e327a98c,0.123934,71.728653
788114e3bb07e268304a0dec4d8dd844d7d779dcfc7c1b160f566db990bea6c8,f49c9b07fabac545a5bb044d8b67be677958ac1ecf1c72cb6cfaea81785d084d,0.008392,71.848522
3b78a2ea7323aacd2a2b764652da93855512244410ef06db15b55d9bff9d5143,4fec01ac4ad62bb7fdff5851257d9a097af424ae03ba62c0e94167e3d5e24ef6,0.025722,72.550255
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.677373,73.180195
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.314254,73.259025
ec941895b5f5b86d440292b4230223dfdc89f1822575661d780c1dffb54c720d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,0.036481,73.283460
1195d86d9ba478d1b46c3f77259efeb3988e120ddc47de97aa3254ae72cda990,dc460935782ecb98949bbd65b4bdc093413a9e0e627e9f28b9847c06ae257837,0.004682,73.327547
3e93324f33f8060d11f8cfaa55e0fc1b86f182abbc1768541692025444f96a7c,9ec1699a6d1388ea6aeeb85e55133f7c519f2b911090b6c72888c6e159f76bb4,0.009514,74.066927
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.620175,74.450670
e7a26f46bfb1378c0ef7c41d4cb342fbd7c4bf370efd5dd99e429f681370ef64,0ce67779eaa33056a996ccdeabeb3c04e48d41388d5fa734c30f505d7583b559,0.004234,74.973759
66e9d4f8a833c0c06f1939efc879e76923b82568a1bf23d3210b029faca4b175,3d6033a9b6397b3e11aa93e6ce2bfeaebb1d421ff202a65d8bceca7f53cb8a27,0.079981,75.034226
0fd42ec663f0c4667c1b2c28752e950772703ceb8c0ff2d501f1ec770bc4814b,9d133e10efe8865e06a5ad5690b94a1efc90fb7d89a6305638f2ee8dcc4f918e,0.299526,75.150723
4b75f2532af503341fd11268d543ad0119dd2e8950a022f2851b4a5d0c8a5e0a,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,0.250776,75.465503
c869cf81476662a7e628a101476dffbc9f45723d6034e60819806f5afc0dccdf,d55401a9ec43033039efaea8bd33197d153bc29a5f5a7b87f22ed14d808ac6ea,0.048015,75.667691
dd3b9ba973ba588195ba8b00e2fd48d4f37a0a1a28407235e1640ff9e1f02ae2,ea885ffca6338a2b781a0725ae8a661496779c7f0a7f78855b1f297b899640c0,2.265946,76.472136
73fc37dfe254f2264ea7afce89c2891ffd6be4c35522814e9a85c3e8f08b01a3,04605a37a22e05096e009845434d33bfd1c42cd67f6d72601d351e470614bf5f,0.001374,78.276344
228ef3c9f06cde19b4382e39c9339cc9b62b521ae71d70ed02d775df20529a43,93d4c31373200d74272af6e0feb443ea1206b83034d563ad7bc934e89b12e170,0.017965,78.990357
4b75f2532af503341fd11268d543ad0119dd2e8950a022f2851b4a5d0c8a5e0a,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,0.221141,79.554767
de811e1eb2a67b05b1354c8c493d1cfdc43249b68612e95d886e996a4ace7b92,fd87c379a4f2dac5b411a5443e673f25ca479ba7172c5074ab008319fbf62d13,0.035895,79.716511
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.392928,79.796925
4c48d778eb62c27f51d8caa004958cbd94059ae69a9296efc6208583ec6f4f72,1992918c23cc92244ef4a1efabbf23ab28abe05bf37658eec9af9232d78e0939,0.157199,79.883061
1195d86d9ba478d1b46c3f77259efeb3988e120ddc47de97aa3254ae72cda990,dc460935782ecb98949bbd65b4bdc093413a9e0e627e9f28b9847c06ae257837,0.003274,81.179219
73fc37dfe254f2264ea7afce89c2891ffd6be4c35522814e9a85c3e8f08b01a3,04605a37a22e05096e009845434d33bfd1c42cd67f6d72601d351e470614bf5f,0.015698,83.853547
1195d86d9ba478d1b46c3f77259efeb3988e120ddc47de97aa3254ae72cda990,dc460935782ecb98949bbd65b4bdc093413a9e0e627e9f28b9847c06ae257837,0.022802,83.951149
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.266403,84.201396
4b75f2532af503341fd11268d543ad0119dd2e8950a022f2851b4a5d0c8a5e0a,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,0.396629,84.419832
9016857274553bd9825b50a8ef923ced3e09952631e0edf94857b0acdf794ed6,d7f7a6dad864595ea8a575fa8cc8db2765d7aaa8a08f7d27ce245940cd47cdce,0.038865,84.559637
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.739444,85.390318
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.424169,86.386911
734bb9a04a1d2e6917f75e46c093a6c95d114970e624b9975b98bad86c12f14b,47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3,0.449313,86.515001
94409f2485ebd997a61cbd06906595e4f3ef1846ed7406f9e3fa03cfa4d5060a,8203ff88388384a6f9ed28664e8e9484119ff340cb7dc0811a15194b3a507f0e,1.300162,87.290471
