timestamp,node,cpu_pct,cpu_pods,mem_pct,mem_pods,io_read_bytes_per_sec,io_write_bytes_per_sec,io_pods
1786083151.3037612,node-2,16.45,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.58,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,7860.72,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083151.760581,node-1,4.44,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,9864.64,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083152.0175774,node-0,0.34,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29876224.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083152.3095357,node-2,16.45,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.58,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,7860.72,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083152.7653034,node-1,4.44,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,9864.64,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083153.0219078,node-0,0.34,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29876224.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083153.3146703,node-2,16.45,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.58,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,7860.72,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083153.770469,node-1,4.44,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,9864.64,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083154.0262704,node-0,0.34,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29876224.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083154.3223038,node-2,16.45,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.58,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,7860.72,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083154.774897,node-1,4.44,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,9864.64,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083155.0307045,node-0,0.34,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29876224.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083155.3279822,node-2,16.45,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.58,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,7860.72,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083155.780639,node-1,4.44,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,9864.64,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083156.035504,node-0,0.34,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29876224.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083156.3346803,node-2,16.45,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.58,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,7860.72,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083156.7852392,node-1,4.44,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,9864.64,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083157.0396454,node-0,0.34,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29876224.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083157.342706,node-2,16.45,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.58,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,7860.72,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083157.78994,node-1,4.44,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,9864.64,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083158.0440326,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083158.3495975,node-2,16.45,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.58,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,7860.72,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083158.7944157,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083159.0484364,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083159.3559203,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083159.79856,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083160.0530534,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083160.3628373,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083160.8030255,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083161.057413,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083161.3692513,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083161.8155818,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083162.0611196,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083162.3746817,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083162.8207233,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083163.0651262,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083163.3906863,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083163.8252397,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083164.069206,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083164.3978786,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083164.8292336,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083165.0731637,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083165.402712,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083165.8332422,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083166.0771687,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083166.4066844,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083166.8372529,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083167.0811884,node-0,0.36,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29593600.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083167.4125726,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083167.8424044,node-1,9.26,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,69854.33,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083168.086495,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083168.4184382,node-2,64.93,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12918784.0",0.0,30133.16,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083168.848465,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083169.0912664,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083169.4252663,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083169.8612652,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083170.0958416,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083170.4313705,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083170.86612,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083171.1005545,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083171.4375887,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083171.8711596,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083172.105231,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083172.4429088,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083172.8758817,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083173.1091542,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083173.4488354,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083173.8843067,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083174.1131363,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083174.453938,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083174.888049,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083175.1171157,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083175.4625196,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083175.8927226,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083176.12116,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083176.471563,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083176.8972352,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083177.1251464,node-0,0.37,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29417472.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083177.4786994,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083177.9023106,node-1,10.4,"{prometheus-prometheus-node-exporter-l65bs"": 0.0",1.0,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 17571840.0",0.0,4578.98,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083178.1371553,node-0,0.38,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29372416.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083178.4847536,node-2,76.77,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,48834.43,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083178.9069176,node-1,9.89,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 18272256.0",0.0,75492.14,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083179.141979,node-0,0.38,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29372416.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083179.4906714,node-2,77.07,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,52214.02,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083179.911426,node-1,9.89,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 18272256.0",0.0,75492.14,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083180.1463902,node-0,0.38,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29372416.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083180.4961805,node-2,77.07,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,52214.02,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083180.9159424,node-1,9.89,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 18272256.0",0.0,75492.14,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083181.1507666,node-0,0.38,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29372416.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083181.500386,node-2,77.07,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,52214.02,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083181.9204764,node-1,9.89,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 18272256.0",0.0,75492.14,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083182.1552796,node-0,0.38,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29372416.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083182.506259,node-2,77.07,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,52214.02,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083182.925218,node-1,9.89,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 18272256.0",0.0,75492.14,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083183.1595373,node-0,0.38,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29372416.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083183.5160952,node-2,77.07,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,52214.02,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083183.9292428,node-1,9.89,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 18272256.0",0.0,75492.14,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083184.1638315,node-0,0.38,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29372416.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083184.5207818,node-2,77.07,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,52214.02,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
1786083184.934007,node-1,9.89,"{prometheus-prometheus-node-exporter-l65bs"": 0.02",1.01,"{prometheus-prometheus-node-exporter-l65bs"": {""bytes"": 18272256.0",0.0,75492.14,"{calico-node-jp6xs"": {""read_bytes_per_sec"": 0.0"
1786083185.1674786,node-0,0.38,"{speaker-kxvm6"": 0.03",0.57,"{speaker-kxvm6"": {""bytes"": 29372416.0",0.0,0.0,"{calico-node-c6csm"": {""read_bytes_per_sec"": 0.0"
1786083185.530682,node-2,77.07,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": 0.0",0.63,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""bytes"": 12935168.0",0.0,52214.02,"{kubernetes-metrics-scraper-55bc8b9b54-m4zhb"": {""read_bytes_per_sec"": 0.0"
